epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3622.97,0.60903,0.34806,0.89433,0.99428,0.97625,0.99317,0.82393,0.73495,0.34236,0.92169,0.002674,0.002674,0.002674
187,3649.49,0.60415,0.34852,0.88902,0.99365,0.97472,0.99323,0.82895,0.73397,0.34169,0.91913,0.0026344,0.0026344,0.0026344
188,3667.81,0.59382,0.33683,0.88681,0.99186,0.97659,0.99158,0.82227,0.74719,0.3482,0.92298,0.0025948,0.0025948,0.0025948
189,3684.32,0.59562,0.34857,0.886,0.99047,0.97097,0.99171,0.81926,0.75676,0.3499,0.92859,0.0025552,0.0025552,0.0025552
190,3701.2,0.6068,0.34379,0.89681,0.99425,0.97119,0.9923,0.82468,0.75131,0.34888,0.92284,0.0025156,0.0025156,0.0025156
191,3720.38,0.59481,0.34149,0.88777,0.98957,0.98221,0.99308,0.8368,0.73348,0.33934,0.91445,0.002476,0.002476,0.002476
192,3741.31,0.60998,0.34275,0.89577,0.99148,0.98073,0.99388,0.82962,0.75908,0.34131,0.92148,0.0024364,0.0024364,0.0024364
193,3760.15,0.59095,0.3429,0.89404,0.98973,0.98034,0.99273,0.82597,0.77391,0.35188,0.92885,0.0023968,0.0023968,0.0023968
194,3776.88,0.57938,0.33643,0.88526,0.98865,0.9787,0.99205,0.82729,0.77714,0.35524,0.9296,0.0023572,0.0023572,0.0023572
195,3804.44,0.59197,0.34556,0.88825,0.98683,0.98315,0.99268,0.82672,0.76918,0.35107,0.92721,0.0023176,0.0023176,0.0023176
196,3828.28,0.58063,0.33532,0.88332,0.98769,0.97666,0.99103,0.82513,0.75731,0.34759,0.92714,0.002278,0.002278,0.002278
197,3848.42,0.59729,0.33803,0.88499,0.98955,0.97526,0.99096,0.82201,0.77247,0.34172,0.93188,0.0022384,0.0022384,0.0022384
198,3865.22,0.58487,0.33189,0.88937,0.99235,0.97121,0.99174,0.81784,0.76518,0.34945,0.93212,0.0021988,0.0021988,0.0021988
199,3887.02,0.57626,0.33049,0.89027,0.98222,0.97566,0.98982,0.80205,0.80353,0.35942,0.9537,0.0021592,0.0021592,0.0021592
200,3911.36,0.59841,0.34137,0.89216,0.98672,0.97429,0.99116,0.81781,0.76591,0.35163,0.93198,0.0021196,0.0021196,0.0021196
201,3931.55,0.58335,0.33442,0.88898,0.98674,0.97532,0.99318,0.8198,0.75029,0.3473,0.92964,0.00208,0.00208,0.00208
202,3951.85,0.58222,0.33965,0.88865,0.98953,0.97385,0.99263,0.82443,0.76655,0.35503,0.9311,0.0020404,0.0020404,0.0020404
203,3977.3,0.58017,0.33474,0.88684,0.99209,0.97472,0.99311,0.82329,0.75479,0.34716,0.9335,0.0020008,0.0020008,0.0020008
204,3995.64,0.59483,0.33906,0.88538,0.98567,0.98127,0.99343,0.82518,0.73442,0.34373,0.91868,0.0019612,0.0019612,0.0019612
205,4015.43,0.57695,0.33711,0.88447,0.9914,0.9719,0.99206,0.8263,0.73947,0.34425,0.91712,0.0019216,0.0019216,0.0019216
206,4035.27,0.56956,0.33134,0.88143,0.9886,0.97407,0.99093,0.81861,0.74885,0.34326,0.93205,0.001882,0.001882,0.001882
207,4054.73,0.58424,0.33894,0.88059,0.98684,0.97753,0.99209,0.82547,0.74584,0.33781,0.92733,0.0018424,0.0018424,0.0018424
208,4073.51,0.56998,0.32852,0.88742,0.9907,0.97285,0.99225,0.82584,0.74533,0.33401,0.92348,0.0018028,0.0018028,0.0018028
209,4094.17,0.5567,0.32783,0.88048,0.99145,0.97695,0.9934,0.83076,0.73633,0.32863,0.92182,0.0017632,0.0017632,0.0017632
210,4111.85,0.56159,0.33008,0.88131,0.98865,0.97844,0.99237,0.82667,0.73267,0.33213,0.91993,0.0017236,0.0017236,0.0017236
211,4130.05,0.55914,0.3275,0.86967,0.99155,0.97472,0.99257,0.83162,0.7239,0.33666,0.91176,0.001684,0.001684,0.001684
212,4146.6,0.56411,0.32842,0.87588,0.99137,0.97659,0.99378,0.83341,0.71612,0.32964,0.91179,0.0016444,0.0016444,0.0016444
213,4165.71,0.56816,0.32605,0.87939,0.98937,0.97659,0.99311,0.82439,0.73625,0.33817,0.92028,0.0016048,0.0016048,0.0016048
214,4185.18,0.55738,0.32305,0.87517,0.98956,0.9758,0.99164,0.8236,0.74532,0.34765,0.93054,0.0015652,0.0015652,0.0015652
215,4205.83,0.56645,0.3256,0.88531,0.98767,0.97474,0.9925,0.83034,0.73482,0.33901,0.92582,0.0015256,0.0015256,0.0015256
216,4222.72,0.54946,0.32241,0.87846,0.98763,0.97566,0.9922,0.8253,0.752,0.34685,0.92862,0.001486,0.001486,0.001486
217,4248.71,0.55289,0.31797,0.87963,0.98553,0.97846,0.99016,0.83056,0.74256,0.34396,0.92604,0.0014464,0.0014464,0.0014464
218,4267.62,0.54864,0.32034,0.87482,0.98935,0.97566,0.99084,0.83265,0.74687,0.34885,0.93392,0.0014068,0.0014068,0.0014068
219,4284.56,0.54575,0.31809,0.87934,0.98864,0.97761,0.99085,0.82771,0.7461,0.34287,0.92936,0.0013672,0.0013672,0.0013672
220,4306.35,0.54593,0.32118,0.8726,0.99236,0.97273,0.99154,0.8291,0.73773,0.33487,0.92485,0.0013276,0.0013276,0.0013276
221,4325.27,0.55368,0.32379,0.87832,0.99297,0.97378,0.99205,0.82962,0.74444,0.33977,0.92571,0.001288,0.001288,0.001288
222,4347.31,0.55687,0.3231,0.87866,0.99142,0.97355,0.99094,0.829,0.74074,0.3435,0.92517,0.0012484,0.0012484,0.0012484
223,4365.75,0.55176,0.32043,0.87564,0.98724,0.97753,0.99095,0.8234,0.74148,0.34028,0.93309,0.0012088,0.0012088,0.0012088
224,4386.57,0.54648,0.31855,0.8744,0.98892,0.97659,0.98997,0.82658,0.73174,0.33542,0.92557,0.0011692,0.0011692,0.0011692
225,4403.31,0.54197,0.31927,0.87892,0.99305,0.97285,0.99039,0.83371,0.71358,0.32952,0.91608,0.0011296,0.0011296,0.0011296
226,4421.97,0.54801,0.32101,0.87565,0.98865,0.97753,0.98966,0.83069,0.73145,0.33039,0.92053,0.00109,0.00109,0.00109
227,4438.63,0.54692,0.31706,0.8775,0.9933,0.97189,0.98967,0.83417,0.7198,0.32819,0.91776,0.0010504,0.0010504,0.0010504
228,4460.77,0.5383,0.31935,0.87492,0.99141,0.97287,0.99013,0.82832,0.7225,0.33722,0.92006,0.0010108,0.0010108,0.0010108
229,4482.62,0.53346,0.31391,0.87394,0.99059,0.97566,0.99162,0.82303,0.72996,0.34329,0.92335,0.0009712,0.0009712,0.0009712
230,4501.57,0.54241,0.31941,0.87148,0.99256,0.97285,0.99279,0.83061,0.73083,0.34295,0.92318,0.0009316,0.0009316,0.0009316
231,4521.44,0.5376,0.315,0.87454,0.98585,0.97838,0.99272,0.83373,0.7196,0.33397,0.92487,0.000892,0.000892,0.000892
232,4539.6,0.52259,0.30816,0.86587,0.98857,0.97753,0.99251,0.8371,0.71822,0.33092,0.9226,0.0008524,0.0008524,0.0008524
233,4559.16,0.53192,0.31445,0.86772,0.98717,0.97846,0.99252,0.83357,0.72744,0.33017,0.92616,0.0008128,0.0008128,0.0008128
234,4582.02,0.51366,0.30708,0.86664,0.987,0.98034,0.99295,0.83621,0.72847,0.32969,0.92721,0.0007732,0.0007732,0.0007732
235,4601.43,0.53576,0.31213,0.86925,0.99144,0.97378,0.99212,0.84175,0.71553,0.32267,0.91073,0.0007336,0.0007336,0.0007336
236,4620.17,0.51861,0.30823,0.873,0.98681,0.98047,0.99119,0.84155,0.71278,0.32699,0.91211,0.000694,0.000694,0.000694
237,4636.9,0.5264,0.30847,0.86715,0.98682,0.98118,0.99265,0.8363,0.71406,0.33114,0.91657,0.0006544,0.0006544,0.0006544
238,4653.41,0.50588,0.30474,0.87183,0.9868,0.98018,0.99289,0.83639,0.72142,0.32992,0.91912,0.0006148,0.0006148,0.0006148
239,4676.83,0.53597,0.31321,0.86895,0.98701,0.98034,0.9934,0.83582,0.72419,0.33095,0.92064,0.0005752,0.0005752,0.0005752
240,4695.03,0.52624,0.3124,0.87329,0.98737,0.98034,0.99297,0.83396,0.7264,0.32835,0.92102,0.0005356,0.0005356,0.0005356
241,4714.42,0.48999,0.28785,0.85298,0.9868,0.97973,0.99202,0.8319,0.73573,0.32903,0.92163,0.000496,0.000496,0.000496
242,4733.66,0.48763,0.28829,0.8587,0.9859,0.98184,0.99232,0.82827,0.73464,0.33187,0.92519,0.0004564,0.0004564,0.0004564
243,4752.59,0.46041,0.27981,0.84771,0.98317,0.9794,0.99243,0.82612,0.73628,0.33549,0.92781,0.0004168,0.0004168,0.0004168
244,4772.51,0.45508,0.27376,0.83932,0.98314,0.98282,0.99377,0.83109,0.74541,0.34187,0.9333,0.0003772,0.0003772,0.0003772
245,4791.45,0.4538,0.27739,0.84667,0.99248,0.97378,0.99254,0.82948,0.74338,0.34281,0.9295,0.0003376,0.0003376,0.0003376
246,4810.3,0.45713,0.28695,0.8455,0.99426,0.97368,0.99207,0.83126,0.74235,0.34104,0.92919,0.000298,0.000298,0.000298
247,4830.3,0.44484,0.26946,0.84285,0.99347,0.97285,0.99136,0.83213,0.74586,0.33729,0.92835,0.0002584,0.0002584,0.0002584
248,4849.18,0.43531,0.26374,0.83608,0.99345,0.97285,0.99098,0.83236,0.74432,0.33899,0.92691,0.0002188,0.0002188,0.0002188
249,4868.02,0.46403,0.27722,0.85014,0.99426,0.9737,0.99127,0.82993,0.74875,0.33916,0.92935,0.0001792,0.0001792,0.0001792
250,4887.97,0.45588,0.27118,0.84043,0.98998,0.97659,0.99155,0.82947,0.74952,0.33881,0.93074,0.0001396,0.0001396,0.0001396
